precip_mm,temp_max_c,temp_min_c,temp_mean_c,et0_mm,wind_max_ms,rh_pct,radiation_mj,date
4.6,31.95357142857143,21.63214285714286,26.535714285714285,133.49,3.4603571428571427,65.35714285714286,566.75,2015-02-01
0.1,34.96774193548387,24.661290322580644,29.45483870967742,182.56,4.051290322580646,59.774193548387096,693.99,2015-03-01
70.7,34.95,25.823333333333334,29.776666666666664,162.34,3.1546666666666665,67.23333333333333,670.25,2015-04-01
85.7,34.36129032258064,26.52258064516129,29.706451612903226,162.17,3.9577419354838708,72.64516129032258,678.67,2015-05-01
168.9,32.13666666666667,25.673333333333336,28.25,121.67999999999999,4.197666666666667,79.86666666666666,531.11,2015-06-01
140.7,32.00645161290323,25.648387096774194,28.083870967741937,132.68,4.864516129032259,79.09677419354838,561.24,2015-07-01
255.9,31.73548387096774,25.216129032258067,27.69677419354839,128.74,4.499677419354839,80.7741935483871,567.83,2015-08-01
259.0,31.086666666666666,24.83,27.166666666666668,110.63,4.1770000000000005,84.5,506.62,2015-09-01
217.2,31.248387096774195,24.567741935483873,27.138709677419353,111.42999999999999,2.9167741935483873,84.6774193548387,523.73,2015-10-01
133.7,31.459999999999997,24.456666666666667,27.220000000000002,110.7,2.9916666666666667,82.86666666666666,518.53,2015-11-01
24.3,31.348387096774193,23.77741935483871,27.096774193548388,119.75,3.2735483870967745,76.7741935483871,536.32,2015-12-01
1.1,32.354838709677416,23.700000000000003,27.84193548387097,138.88,3.4696774193548388,68.51612903225806,577.38,2016-01-01
0.1,33.12413793103448,23.2448275862069,27.910344827586208,155.01,4.037931034482758,61.03448275862069,630.39,2016-02-01
0.1,34.725806451612904,24.816129032258065,29.458064516129035,174.7,3.746451612903226,61.25806451612903,693.95,2016-03-01
3.9,36.65333333333333,26.7,31.21333333333333,185.4,3.566666666666667,60.53333333333333,710.65,2016-04-01
143.2,34.40967741935484,26.858064516129033,29.82903225806452,141.22,3.813548387096774,74.45161290322581,596.22,2016-05-01
216.1,31.259999999999998,25.476666666666667,27.6,112.41,3.9896666666666665,84.73333333333333,518.33,2016-06-01
235.0,31.11935483870968,25.01290322580645,27.358064516129033,118.25,3.8648387096774193,84.51612903225806,551.91,2016-07-01
142.3,31.14516129032258,25.593548387096774,27.703225806451613,121.11,5.062903225806451,81.7741935483871,523.09,2016-08-01
261.8,30.933333333333334,24.84333333333333,26.993333333333332,103.14,4.11,84.83333333333333,467.87,2016-09-01
349.2,29.970967741935485,24.403225806451612,26.287096774193547,83.27,3.3303225806451615,89.2258064516129,393.11,2016-10-01
215.9,30.716666666666665,24.21333333333333,26.776666666666664,98.77,3.060666666666667,84.76666666666667,460.87,2016-11-01
